site_id,date,mean_temp,dew_point,max_temp,min_temp,sea_level_pressure,station_pressure,visibility,wind_speed,max_wind_speed,wind_gust,precipitation,snow_depth,fog,rain,snow,hail,thunder,tornado,mean_temp_before_detrend,dew_point_before_detrend,max_temp_before_detrend,min_temp_before_detrend,sea_level_pressure_before_detrend,station_pressure_before_detrend,visibility_before_detrend,wind_speed_before_detrend,max_wind_speed_before_detrend,wind_gust_before_detrend,precipitation_before_detrend,snow_depth_before_detrend
471080-99999,1943-01-01,6.33061695968788,2.9689391209967297,6.510782205580597,5.753902586784058,1014.9716162945258,-17.463067936502853,2.2032420138688007,0.6024749086915637,0.13889019718792817,25.973063966784945,0.03366691963720207,3.113966188114863,0.0,0.0,0.0,0.0,0.0,0.0,66.63792187477003,52.36464327041346,76.52430808494002,57.41094278917681,1014.9716162945258,984.0637565615576,11.582726760323292,6.561658766873201,12.416362266498977,25.973063966784945,0.03640578429589697,3.113966188114863
471080-99999,1944-01-01,6.451165574929682,3.1266789244158204,6.6577752538186985,5.862553279755694,1014.9716162945258,-17.702621325219752,2.237223429833721,0.6272258503096948,0.2103471311744851,25.973063966784945,0.03129427621114698,3.113966188114863,0.0,0.0,0.0,0.0,0.0,0.0,66.63792187477003,52.36464327041346,76.52430808494002,57.41094278917681,1014.9716162945258,984.0637565615576,11.582726760323292,6.561658766873201,12.416362266498977,25.973063966784945,0.03640578429589697,3.113966188114863
471080-99999,1945-01-01,6.571714190171484,3.284418727834904,6.804768302056814,5.971203972727324,1014.9716162945258,-17.942174713936538,2.271204845798641,0.651976791927825,0.28180406516104384,25.973063966784945,0.02892163278509189,3.113966188114863,0.0,0.0,0.0,0.0,0.0,0.0,66.63792187477003,52.36464327041346,76.52430808494002,57.41094278917681,1014.9716162945258,984.0637565615576,11.582726760323292,6.561658766873201,12.416362266498977,25.973063966784945,0.03640578429589697,3.113966188114863
471080-99999,1946-01-01,6.692262805413293,3.4421585312539946,6.951761350294916,6.079854665698953,1014.9716162945258,-18.181728102653437,2.305186261763561,0.6767277335459561,0.35326099914760256,25.973063966784945,0.0265489893590368,3.113966188114863,0.0,0.0,0.0,0.0,0.0,0.0,66.63792187477003,52.36464327041346,76.52430808494002,57.41094278917681,1014.9716162945258,984.0637565615576,11.582726760323292,6.561658766873201,12.416362266498977,25.973063966784945,0.03640578429589697,3.113966188114863
471080-99999,1947-01-01,6.812811420655095,3.5998983346730853,7.098754398533032,6.188505358670589,1014.9716162945258,-18.421281491370223,2.339167677728481,0.7014786751640871,0.4247179331341613,25.973063966784945,0.024176345932981708,3.113966188114863,0.0,0.0,0.0,0.0,0.0,0.0,66.63792187477003,52.36464327041346,76.52430808494002,57.41094278917681,1014.9716162945258,984.0637565615576,11.582726760323292,6.561658766873201,12.416362266498977,25.973063966784945,0.03640578429589697,3.113966188114863
471080-99999,1948-01-01,6.9333600358968965,3.757638138092176,7.245747446771134,6.297156051642219,1014.9716162945258,-18.660834880087123,2.373149093693401,0.7262296167822173,0.49617486712072,25.973063966784945,0.021803702506926613,3.113966188114863,0.0,0.0,0.0,0.0,0.0,0.0,66.63792187477003,52.36464327041346,76.52430808494002,57.41094278917681,1014.9716162945258,984.0637565615576,11.582726760323292,6.561658766873201,12.416362266498977,25.973063966784945,0.03640578429589697,3.113966188114863
471080-99999,1949-01-01,7.053908651138698,3.9153779415112595,7.3927404950092495,6.405806744613848,1014.9716162945258,-18.900388268804022,2.407130509658323,0.7509805584003484,0.5676318011072787,25.973063966784945,0.019431059080871525,3.113966188114863,0.0,0.0,0.0,0.0,0.0,0.0,66.63792187477003,52.36464327041346,76.52430808494002,57.41094278917681,1014.9716162945258,984.0637565615576,11.582726760323292,6.561658766873201,12.416362266498977,25.973063966784945,0.03640578429589697,3.113966188114863
471080-99999,1950-01-01,-30.07500306992799,-25.376140910098496,-33.02688223400036,-28.91186996697594,1021.9923076923077,18.72322485784457,-1.9069994500846636,-2.2166964976239525,-2.8734273775589863,25.973063966784945,-0.019347368641080533,3.113966188114863,0.15384615384615385,0.15384615384615385,0.5,0.0,0.0,0.0,29.388461538461538,22.915384615384614,35.957692307692305,21.984615384615385,1021.9923076923077,1021.926923076923,7.234615384615385,3.569230769230769,8.903846153846153,25.973063966784945,0.0,3.113966188114863
471080-99999,1951-01-01,0.38244632569285386,4.903895437356269,0.060969231183136685,1.463252297902045,1014.3108695652173,9.50855998640759,-1.7681406651119396,-0.6503067600192001,0.9090384750451861,25.973063966784945,-0.021720012067135627,3.113966188114863,0.36594202898550726,0.35144927536231885,0.025362318840579712,0.0,0.03985507246376811,0.0,59.72536231884058,53.03768115942029,68.89855072463769,52.25108695652174,1014.3108695652173,1012.9518115942029,7.339492753623189,5.110869565217391,12.614855072463767,25.973063966784945,0.0,3.113966188114863
471080-99999,1952-01-01,-6.394894850433396,-3.202968995568007,-6.486192840820841,-5.640722427186525,1016.6601648351648,11.585326871619714,-2.228047607165812,0.3586295614364845,1.3189370398646805,25.973063966784945,-0.024092655493190715,3.113966188114863,0.21153846153846154,0.29120879120879123,0.09615384615384616,0.0,0.016483516483516484,0.0,52.82747252747253,44.77307692307692,62.20439560439561,45.03846153846154,1016.6601648351648,1015.2681318681318,6.845604395604396,6.095054945054945,12.953296703296703,25.973063966784945,0.0,3.113966188114863
471080-99999,1953-01-01,-5.517983146225774,-2.9185800878285733,-5.758115944923539,-4.517382587744919,1016.9619178082191,11.587230655866847,-1.8372048333806301,0.38613377717775155,1.0458643938422068,25.973063966784945,-0.02646529891924581,3.113966188114863,0.2465753424657534,0.3315068493150685,0.0547945205479452,0.0,0.0273972602739726,0.0,53.58383561643835,44.899726027397264,62.785479452054794,46.05315068493151,1016.9619178082191,1015.5095890410959,7.202465753424658,6.097808219178082,12.60876712328767,25.973063966784945,0.0,3.113966188114863
471080-99999,1954-01-01,-5.385927681668896,-4.018374530984836,-5.19276673230187,-4.765170250937679,1015.7320547945205,10.284663568519818,-1.5155521845389979,-0.6044577469575421,-0.18624031600685065,25.973063966784945,-0.028837942345300897,3.113966188114863,0.25753424657534246,0.32054794520547947,0.049315068493150684,0.0,0.024657534246575342,0.0,53.595342465753426,43.64219178082192,63.20383561643836,45.69671232876712,1015.7320547945205,1014.4465753424657,7.49013698630137,5.082465753424657,11.305205479452054,25.973063966784945,0.0,3.113966188114863
471080-99999,1955-01-01,-5.2834612582079075,-3.7740593850999886,-4.812896971734986,-5.17816339358248,1015.3898630136986,9.954425248296275,-1.961022823368598,-0.07970680533941099,0.6786412755139555,25.973063966784945,-0.031210585771355992,3.113966188114863,0.3452054794520548,0.29315068493150687,0.06027397260273973,0.0,0.00821917808219178,0.0,53.577260273972605,43.728767123287675,63.43671232876713,45.17506849315069,1015.3898630136986,1014.355890410959,7.01068493150685,5.582465753424657,12.098630136986301,25.973063966784945,0.0,3.113966188114863
471080-99999,1956-01-01,-7.523460588171595,-4.909744239215151,-7.489739539935243,-7.153896262254683,1016.3545205479453,10.74939240752451,-1.9174523663077876,-0.18290106920073157,0.7890023190895548,25.973063966784945,-0.03358322919741108,3.113966188114863,0.3178082191780822,0.3041095890410959,0.09041095890410959,0.0,0.024657534246575342,0.0,51.216712328767116,42.43534246575342,60.61287671232877,43.09068493150685,1016.3545205479453,1015.3904109589041,7.02027397260274,5.454520547945206,12.137534246575342,25.973063966784945,0.0,3.113966188114863
471080-99999,1957-01-01,-6.5256516989571836,-4.932004435796053,-6.149321834162883,-6.526615432296751,1016.3495890410958,10.393674635246043,-1.6637449229456083,-1.017876154979862,-0.13871882911566757,25.973063966784945,-0.03595587262346617,3.113966188114863,0.27945205479452057,0.29315068493150687,0.09041095890410959,0.0,0.01643835616438356,0.0,52.093972602739726,42.25534246575343,61.806301369863014,43.60931506849315,1016.3495890410958,1015.2742465753424,7.239999999999999,4.594794520547945,11.138356164383561,25.973063966784945,0.0,3.113966188114863
471080-99999,1958-01-01,-4.4207195220715505,-1.8802920296372463,-3.3749315256508083,-4.6689236434347094,1016.4780821917808,10.27987467118669,-1.6423662467067146,-0.407097816101456,0.19629974870650813,25.973063966784945,-0.03832851604952126,3.113966188114863,0.12054794520547946,0.2958904109589041,0.052054794520547946,0.0,0.00821917808219178,0.0,54.07835616438356,45.14931506849315,64.43369863013699,45.35835616438356,1016.4780821917808,1015.4,7.227397260273973,5.1808219178082195,11.401917808219178,25.973063966784945,0.0,3.113966188114863
471080-99999,1959-01-01,-3.676061317788644,-0.0904974316976066,-3.5451987513853,-3.407396238134311,1015.5887671232878,9.179499364661524,-2.834960173207546,-0.10919618955181942,0.8866607922821093,25.973063966784945,-0.04070115947557635,3.113966188114863,0.09041095890410959,0.32054794520547947,0.0273972602739726,0.0,0.00821917808219178,0.0,54.70246575342466,46.7813698630137,64.11643835616438,46.51123287671233,1015.5887671232878,1014.5391780821917,6.00082191780822,5.453972602739726,12.02082191780822,25.973063966784945,0.0,3.113966188114863
471080-99999,1960-01-01,-3.7219128822010106,-0.24035699948893097,-3.6198353161421792,-3.518994815317633,1016.3092896174863,9.625358057687436,-2.8799427515535774,-0.6086364299083868,0.5419406172036183,25.973063966784945,-0.043073802901631444,3.113966188114863,0.1557377049180328,0.2923497267759563,0.060109289617486336,0.0,0.01366120218579235,0.0,54.53606557377049,46.473770491803286,63.8948087431694,46.290983606557376,1016.3092896174863,1015.2245901639344,5.921857923497268,4.9297814207650275,11.60464480874317,25.973063966784945,0.0,3.113966188114863
471080-99999,1961-01-01,-3.2160599777160073,0.6405986134967421,-3.3586099151830524,-3.1139304686293983,1015.5835616438357,8.69600902558409,-2.2354904919626373,-1.412571018644325,0.33924724794151295,25.973063966784945,-0.04544644632768653,3.113966188114863,0.17534246575342466,0.30684931506849317,0.06301369863013699,0.0,0.0,0.0,54.921369863013695,47.19698630136987,64.00904109589041,46.587397260273974,1015.5835616438357,1014.534794520548,6.532328767123288,4.101095890410959,11.330494505494507,25.973063966784945,0.0,3.113966188114863
471080-99999,1962-01-01,-4.605648348775574,-1.457278021440338,-4.572164812150426,-4.08582772086325,1014.9997260273973,7.913715910839869,-2.2283583910662106,-0.6187789811357831,0.09253844355685281,25.973063966784945,-0.04781908975374162,3.113966188114863,0.1726027397260274,0.2821917808219178,0.07945205479452055,0.0,0.019178082191780823,0.0,53.411232876712326,44.9413698630137,62.648493150684935,45.50684931506849,1014.9997260273973,1013.9920547945205,6.505479452054795,4.87013698630137,11.012328767123288,25.973063966784945,0.0,3.113966188114863
471080-99999,1963-01-01,-5.325373706136496,-1.5863875330897486,-5.125719709117796,-4.862382507343675,1015.6895890410959,7.726217316643442,-2.9631440983889616,-0.8071787244491588,-0.6491575654040531,25.973063966784945,-0.05019173317979672,3.113966188114863,0.32054794520547947,0.32054794520547947,0.052054794520547946,0.0,0.0410958904109589,0.0,52.570958904109595,44.654520547945204,61.94794520547945,44.62164383561644,1015.6895890410959,1014.044109589041,5.736712328767124,4.656986301369863,10.199175824175825,25.973063966784945,0.0,3.113966188114863
471080-99999,1964-01-01,-3.1970954704141263,0.7621869136409742,-3.812737440129631,-1.9945013330485821,1017.1196721311475,8.861953245989525,-2.332268453814116,-1.849250149774662,-1.8589206544883439,25.973063966784945,-0.05256437660585181,3.113966188114863,0.22404371584699453,0.2978142076502732,0.060109289617486336,0.0,0.0273224043715847,0.0,54.57868852459016,46.845355191256836,63.11393442622951,47.380874316939895,1017.1196721311475,1015.4193989071039,6.333606557377049,3.5901639344262297,8.917955801104974,25.973063966784945,0.0,3.113966188114863
471080-99999,1965-01-01,-4.375345572599954,-1.8028389425163311,-4.2322958980108325,-3.97801972285707,1016.2170798898071,7.718152465320259,-2.397182851424593,-0.9047457872108602,-0.5783476984023412,25.973063966784945,-0.0549370200319069,3.113966188114863,0.2231404958677686,0.2809917355371901,0.07162534435261708,0.0,0.03581267217630854,0.0,53.27988980716253,44.12258953168044,62.547382920110195,45.28870523415978,1016.2170798898071,1014.5151515151515,6.234710743801652,4.5099173553719005,10.12707182320442,25.973063966784945,0.0,3.113966188114863
471080-99999,1966-01-01,-5.903641988401276,-2.7724647901806634,-6.38283502361427,-5.281656353597455,1016.8785074626866,8.147328158466735,-2.236121134485206,-0.8430465293228391,-0.24888796075452824,25.973063966784945,-0.057309663457961985,3.113966188114863,0.22388059701492538,0.29253731343283584,0.07164179104477612,0.0,0.029850746268656716,0.0,51.63104477611941,42.99522388059702,60.249850746268656,43.87641791044776,1016.8785074626866,1015.1838805970149,6.361791044776119,4.5468656716417915,10.385074626865672,25.973063966784945,0.0,3.113966188114863
471080-99999,1967-01-01,-3.755234039689846,-0.6491269495503786,-3.8492543654804265,-3.1886016532653585,1017.3986301369863,8.42005855629668,-2.4417389824744875,-0.9947503004423899,-0.4589440097980262,25.973063966784945,-0.05968230688401707,3.113966188114863,0.1917808219178082,0.2958904109589041,0.06301369863013699,0.0,0.07123287671232877,0.0,53.65890410958904,44.96082191780822,62.63643835616438,45.860821917808224,1017.3986301369863,1015.6961643835616,6.122191780821917,4.37041095890411,10.103561643835617,25.973063966784945,0.0,3.113966188114863
471080-99999,1968-01-01,-3.791403741687354,-0.6530287360706524,-2.4529073236799306,-4.104160856244029,1024.85,7.755925483471742,-3.2457963418670035,0.07625634893829858,2.094743630079691,25.973063966784945,-0.062054950310072174,3.113966188114863,0.7568306010928961,0.25136612021857924,0.060109289617486336,0.0,0.03551912568306011,0.0,53.50218579234973,44.799180327868854,63.88579234972678,44.836612021857924,1024.85,1015.2715846994536,5.284153005464481,5.416666666666667,12.585792349726775,25.973063966784945,0.0,3.113966188114863
471080-99999,1969-01-01,-4.9256436585213095,-1.4859761098354838,-4.71472032379873,-4.41321807554128,1028.7138372469055,7.030814792561728,-2.897337794380263,1.0805050074514053,2.789175337627146,25.973063966784945,-0.06442759373612726,3.113966188114863,0.6164383561643836,0.3315068493150685,0.1095890410958904,0.0027397260273972603,0.030136986301369864,0.0,52.24739726027397,43.80849315068493,61.47698630136986,44.41890410958904,1028.7138372469055,1014.7860273972603,5.598630136986301,6.3961643835616435,13.208767123287672,25.973063966784945,0.0,3.113966188114863
471080-99999,1970-01-01,-0.8883897394509148,1.9372632168913526,-0.19343152564843535,-0.46632863501582733,1027.4297223468468,5.527212028562531,-2.887993841408969,1.0241098805262077,2.7525977490586335,25.973063966784945,-0.06680023716218235,3.113966188114863,0.6923076923076923,0.336996336996337,0.06593406593406594,0.0,0.05128205128205128,0.0,56.16410256410256,47.07399267399268,65.85128205128206,48.25714285714286,1027.4297223468468,1013.521978021978,5.573992673992674,6.315018315018315,13.1007326007326,25.973063966784945,0.0,3.113966188114863
471080-99999,1971-01-01,1.1183648637542376,3.592137161687134,1.850243124152314,1.499253390335113,1023.3088265643819,4.687575944704122,-1.6190468379870016,0.6999647918854786,1.8561632653604292,25.973063966784945,-0.05999325577203688,3.113966188114863,0.0,0.0,0.0,0.0,0.0,0.0,58.050308552065914,48.57112681536937,67.7479636528447,50.11407418952217,1023.3088265643819,1012.9218953268365,6.808958261449721,5.966122284759455,12.132841183047837,25.973063966784945,0.009179624816200556,3.113966188114863
471080-99999,1972-01-01,-0.011991088462011135,2.4600809304807214,0.06280828722704257,0.5573132621977734,1018.6623211640693,4.849785289778083,0.31800628451166624,0.3774313567984571,0.47604227151868805,25.973063966784945,-0.052220336692767044,3.113966188114863,0.0,0.0,0.0,0.0,0.0,0.0,56.799403984607856,47.28133078074387,65.81353576768132,49.0634833684132,1018.6623211640693,1013.3236580606273,8.712029967983469,5.618837908054303,10.681263255219537,25.973063966784945,0.019325187321525498,3.113966188114863
471080-99999,1973-01-01,-2.7346481107206344,-0.30510784298731153,-3.1624121181665856,-2.146279743822305,1015.8013774104684,5.8657151448710465,1.4518034625206653,0.07618185592702353,-0.6326621213396351,25.973063966784945,-0.05701475834943853,1.3333333333333333,0.0440771349862259,0.3443526170798898,0.06336088154269973,0.0027548209366391185,0.011019283746556474,0.0,53.95619834710743,44.35840220385675,62.441322314049586,46.25123966942149,1015.8013774104684,1014.5791413044371,9.811845730027548,5.292837465564738,9.501101928374656,25.973063966784945,0.01690340909090909,1.3333333333333333
471080-99999,1974-01-01,-4.315049223801729,-2.4049415141432036,-4.5224872403316425,-3.9673217589461984,1015.7953038674034,7.5872405910685075,1.2029446733199158,-0.2595842260306336,-1.1348832930130506,25.973063966784945,-0.07577057965252988,1.8823529411764706,0.06629834254143646,0.2845303867403315,0.0718232044198895,0.0,0.016574585635359115,0.0,52.255248618784535,42.100828729281766,60.93425414364641,44.321546961325964,1015.7953038674034,1016.5402201393514,9.529005524861878,4.93232044198895,8.927423822714681,25.973063966784945,0.0005202312138728323,1.8823529411764706
471080-99999,1975-01-01,-1.9005734031686359,-1.2469315389069777,-1.7751329511245757,-1.4587894558719654,1015.9123626373625,9.866236709456075,1.5249535314559246,-0.6781427373904645,-1.668322709213701,25.973063966784945,-0.0780628536918572,1.2,0.046703296703296704,0.3131868131868132,0.04945054945054945,0.0,0.02197802197802198,0.0,54.549175824175826,43.1010989010989,63.53461538461538,46.72142857142857,1015.9123626373625,1019.0587696464559,9.817032967032967,4.489010989010989,8.322527472527472,25.973063966784945,0.0006006006006006007,1.2
471080-99999,1976-01-01,-3.5618033518286936,-3.5297426913813155,-3.613166246405953,-3.5011563754247845,1016.46,12.554578581120495,1.5246417064152755,-0.5500740176600347,-1.410626124466944,25.973063966784945,-0.08008508907297975,1.3599999999999999,0.03287671232876712,0.29863013698630136,0.07397260273972603,0.0,0.0136986301369863,0.0,52.76739726027397,40.66054794520548,61.549589041095885,44.57041095890411,1016.46,1021.9866649068372,9.782739726027398,4.592328767123288,8.50876712328767,25.973063966784945,0.0009510086455331413,1.3599999999999999
471080-99999,1977-01-01,-1.8461862434362004,-0.8248796002909913,-1.772905096406589,-2.037641916082542,1017.0065753424658,15.504141287147831,1.0723217525171815,-0.5157340349460142,-1.4597171356858638,25.973063966784945,-0.08300176440038194,1.0,0.06027397260273973,0.23013698630136986,0.0410958904109589,0.0,0.0136986301369863,0.0,54.36246575342466,43.20767123287671,63.24285714285715,45.925274725274726,1017.0065753424658,1025.1757810015813,9.296438356164384,4.601917808219178,8.388219178082192,25.973063966784945,0.00040697674418604653,1.0
471080-99999,1978-01-01,-1.6176924227149456,-1.118646646186967,-1.6227417937653499,-1.3315262223582423,1016.2742465753424,18.56679990862392,1.0347963191670324,-0.3720789837388425,-0.5446985578636898,25.973063966784945,-0.08533890669451688,0.8307692307692308,0.052054794520547946,0.2821917808219178,0.06301369863013699,0.0,0.030136986301369864,0.0,54.47041095890411,42.75616438356165,63.24602739726027,46.522739726027396,1016.2742465753424,1028.4779930117743,9.224931506849314,4.720821917808219,9.231780821917807,25.973063966784945,0.0004424778761061947,0.8307692307692308
471080-99999,1979-01-01,-1.3867328485690322,0.15553151339650384,-1.559584361965598,-1.1187659403455115,1016.0254794520548,21.5944295266346,1.4978188310223661,-0.040478727052218666,-0.3485840896305543,25.973063966784945,-0.08769248953513971,1.8904761904761906,0.038356164383561646,0.3287671232876712,0.052054794520547946,0.0,0.00821917808219178,0.0,54.58082191780822,43.87260273972603,63.16219178082192,46.62684931506849,1016.0254794520548,1031.7451760185018,9.653972602739726,5.027671232876712,9.356438356164384,25.973063966784945,0.00046153846153846153,1.8904761904761906
471080-99999,1980-01-01,-4.34126844621742,-3.1822822425825663,-4.305930635533002,-4.389423578835817,1016.301912568306,24.438905222266158,1.2682648027175052,0.1617922385198005,0.2522268379183963,25.973063966784945,-0.08955010892273325,1.0461538461538462,0.04644808743169399,0.2814207650273224,0.08743169398907104,0.0,0.030054644808743168,0.0,51.505737704918026,40.377049180327866,60.2688524590164,43.247540983606555,1016.301912568306,1034.8292051028502,9.390437158469945,5.2051912568306005,9.885792349726776,25.973063966784945,0.0009765625,1.0461538461538462
471080-99999,1981-01-01,-3.478238357811456,-2.0843313455187484,-3.825050320283907,-3.4116015407036215,1016.1490410958904,26.95210207660432,-0.5243553233491633,-0.07426451504883325,0.07953525779461756,25.973063966784945,-0.09154272570150152,24.305497867748706,0.0821917808219178,0.28493150684931506,0.07123287671232877,0.0027397260273972603,0.01643835616438356,0.0,52.24821917808219,41.3172602739726,60.602739726027394,44.11671232876712,1016.1490410958904,1037.5819553459053,7.5638356164383564,4.944383561643836,9.641643835616438,25.973063966784945,0.0013565891472868217,24.305497867748706
471080-99999,1982-01-01,-1.024539057638144,-0.9860435968941772,-0.8868243953334627,-1.2481563271840415,1016.1690410958904,28.985895170735716,-1.5742095238226002,-0.06732179260878546,-0.10298041095854948,25.973063966784945,0.021728041725156563,45.3,0.052054794520547946,0.2821917808219178,0.043835616438356165,0.0,0.0410958904109589,0.0,54.5813698630137,42.25780821917808,63.39397260273972,46.171506849315065,1016.1690410958904,1039.8553018287535,6.4799999999999995,4.926575342465753,9.387671232876713,25.973063966784945,0.117,45.3
471080-99999,1983-01-01,-1.1270041410264824,-1.0948791359408432,-1.4965436758624833,-1.076217962979527,1015.992602739726,30.392159585745958,-1.4599541352549394,-0.026680440031750408,-0.21699690765090196,25.973063966784945,0.0446746754075352,33.06896582383306,0.043835616438356165,0.32602739726027397,0.07123287671232877,0.0,0.04657534246575343,0.0027397260273972603,54.35835616438356,41.991232876712324,62.6372602739726,46.23479452054795,1015.992602739726,1041.5011196324806,6.56027397260274,4.942465753424657,9.202197802197801,25.973063966784945,0.14231927710843373,33.06896582383306
471080-99999,1984-01-01,-2.5161778103868215,-2.340940515245009,-2.373422923454889,-2.1772251785339876,1016.7311475409836,31.022770402721108,-1.1835144514556006,-0.060242246373795716,-0.2081202895233485,25.973063966784945,0.04783782733681449,3.1,0.02459016393442623,0.2896174863387978,0.08743169398907104,0.00546448087431694,0.03278688524590164,0.0,52.84863387978142,40.58743169398907,61.61338797814208,45.02513661202186,1016.7311475409836,1042.3712838381725,6.802732240437159,4.884153005464481,9.139617486338798,25.973063966784945,0.1478550724637681,3.1
471080-99999,1985-01-01,-2.38070143109082,-0.1393995291026684,-2.50557127801639,-2.025217946899282,1016.8378082191781,30.729602702747002,-1.6015803444209897,-0.18594568008315981,-0.6291575542043528,25.973063966784945,0.09172775850581483,-22.208180842318583,0.03561643835616438,0.32602739726027397,0.1095890410958904,0.0027397260273972603,0.038356164383561646,0.0,52.86356164383562,42.631232876712325,61.33424657534247,45.06849315068493,1016.8378082191781,1042.3176695269153,6.35068493150685,4.7336986301369866,8.647123287671233,25.973063966784945,0.19411764705882353,-22.208180842318583
